,id,response,true_score
150,27739,"white ::  Since the color white's average was 42(DEG)C (the coolest temperature), it would be the best choice. Since white does not get as much heat, the dog in the doghouse would be cooler than in a darker colored doghouse.",1
151,27740,white :: Choose WHITE!!! because it will not absorb much heat like black does 54(DEG) will make the dog house too hot. White is good because its a nice 41(DEG),1
152,27741,white :: because white gathers less energy which will make it cooler inside than any of the other colors.,1
153,27742,"black :: Using black paint to paint a doghouse would absorb more heat, as the data from the experiment shows. In the experiment , the jar with the black lid heated up to 53(DEG) on average, while white only heated up to 42(DEG) on average.",2
154,27743,white :: white is the best choice of color because the average temperature was 42 so comparing that to the black which is 53 the dog house would be cooler with white pant,2
155,27744,"white :: On the graph, white is the one that had the coolest temperature, because the light went right through the color, so it did not get really hot. As shown on the graph.",1
156,27745,white :: using a white color on the dog house will decrease the amount of heat coming into the dog house therefore it will keep the dog house more cooler then those darker color's this is because white absorbs no color but its self,1
157,27746,"black ::  if you choose black then inside the dog house will be very hot because in the experiment, the darker the color, the more hot it got inside the jar because dark colors absorb energy.",2
158,27747,black :: because will keep dog warm,1
159,27748,white :: it is to lite so it would not let of as much lite.,0
160,27749,black :: black attracts heat,1
161,27750,white :: keep it cool,1
162,27751,"white :: White is the best choice since the highest temperature was in the black jar at 54(DEG), and the lowest was in the white jar at 43(DEG) showing an 11(DEG) difference, keeping the dog less hot in his house.",2
163,27752,dark gray :: because it can capture some sunlight,0
164,27753,white ::  I think that the doghouse should be painted white because the lighter colors reflect more light energy than the dark. The average temperature of black lidded jars was 53(DEG). The average of the white jars was 42(DEG). The dogs should live in a house that will not absorb too much energy so they will not overheat.,2
165,27754,white :: it will not be so hot,1
166,27755,white :: They should paint the doghouse white because in the data it showed that white was always the coldest in every trial and if they did black the dog would always be hot.,2
167,27756,light gray :: inside the doghouse in the summer it will keep it somewhat cool and in the winter it will keep it somewhat warm. also it was (in my opinion) the central temperature of them all being 45(DEG) C .,1
168,27757,white :: if they made a white doghouse the air temperature would not be as hot is if they made the dog house black because lighter colors absorb less light.,1
169,27758,dark gray :: It would keep it warm in the will noter and cold in the summer so the dog would not be too hot or too cold.,1
170,27759,light gray :: this color would keep the dog house cool in the summer and in the winter would still help heat the house the house would be warmer if the color was black,1
171,27760,black ::  The color might affect the inside temperature of the doghouse because the darkness provides a type of covering that is like a insulation.,0
172,27761,white ::  white would absorb less energy in the doghouse making it cooler inside the doghouse,1
173,27762,light gray :: it will make it so it is nice and warm at night but still has enough heat retained at night to keep him/her warm,1
174,27763,black :: If the color is darker it will absorb energy,0
175,27764,"black ::  If you were to chose black as your paint color, it would warmer than the dark gray, light gray and white. In this experiment black got about 53(DEG)C and the white got 42(DEG)C.",2
176,27765,"light gray :: well if you have a darker color like black for an example it could be way too hot in the mid-day, but if you have a light color like white for an example it would probably be way too cold at night so a light gray color would be the just right temperature",1
177,27766,white :: Painting the doghouse white would allow the doghouse to stay cooler in the summer so that the dogs do not get too hot inside.,1
178,27767,"light gray :: I chose light gray because dog's eyesight only contains black and white sight, they do not see color like humans do. So a light gray dog house will catch dogs attention.",0
179,27768,"light gray ::  This color will make the doghouse stay cooler when it is warm and sunny, but it will also create heat when it is cold.",1
180,27769,"light gray :: This color can effect the doghouse by keeping it cool but to too cold and not too hot, because dark gray or black will over heat the dog, because of there fur.",1
181,27770,dark gray :: because it wasn't the hottest or coldest temperature so it would not be too hot or cold in the dog house it had steady results,1
182,27771,white ::  The white color would let the inside of the doghouse be cooler than the other types of paint because the white lid's average temp. was 42(DEG) C and the black lid's average temp. was 53(DEG) C. that is an 11(DEG) difference for the dog to feel.,2
183,27772,white :: because if you have a dark color the light will make it hot for he dog.,0
